,Blue,Green,Red,NIR,SWIR1,SWIR2
4227,28,20,16,11,4,3
4228,27,21,16,19,10,7
4229,28,27,23,64,34,21
4230,31,24,20,10,6,5
4231,27,19,14,65,33,15
4232,25,21,18,61,31,18
4233,28,20,14,15,6,4
4234,29,23,17,65,34,14
4235,26,23,18,45,26,15
4236,27,23,21,62,43,24
4237,28,21,16,19,8,5
4238,27,22,16,7,2,1
4239,27,24,22,45,20,17
4240,30,25,22,12,5,3
4241,30,23,19,9,3,2
4242,25,20,14,63,35,17
4243,32,25,22,10,4,3
4244,27,24,20,51,25,16
4245,25,22,18,59,43,21
4246,29,25,21,10,4,3
4247,27,22,16,7,2,1
4248,27,23,19,8,4,3
4249,29,25,19,63,28,12
4250,24,20,15,46,27,14
4251,29,23,19,8,3,2
4252,29,23,18,7,2,2
4253,25,22,16,72,40,18
4254,28,23,18,11,3,2
4255,43,28,22,51,19,11
4256,27,23,19,7,4,3
4257,24,21,15,66,40,19
4258,25,19,14,45,29,16
4259,27,21,16,7,2,1
4260,27,22,18,8,2,1
4261,24,21,13,83,36,15
4262,29,21,15,7,3,2
4263,24,21,17,53,32,17
4264,27,21,16,7,2,1
4265,27,21,17,8,3,2
4266,27,21,18,30,20,11
4267,26,22,18,51,30,16
4268,29,24,19,58,25,13
4269,28,21,16,59,26,12
4270,26,22,19,55,24,16
4271,29,22,18,18,11,6
4272,28,25,20,59,42,22
4273,29,22,17,38,19,14
4274,29,23,17,8,3,2
4275,29,23,21,9,3,2
4276,29,24,21,9,3,3
4277,28,23,16,53,24,11
4278,28,18,14,16,8,4
4279,27,20,14,56,30,13
4280,27,23,18,59,24,16
4281,30,23,18,47,15,8
4282,30,23,18,23,10,8
4283,27,22,18,33,15,9
4284,27,21,15,48,25,12
4285,29,23,19,50,20,13
4286,27,21,17,40,25,15
4287,28,22,15,39,28,15
4288,28,21,18,33,13,10
4289,28,21,16,7,2,2
4290,25,20,15,58,37,18
4291,28,23,17,53,22,11
4292,27,22,17,31,21,12
4293,28,23,17,56,24,12
4294,25,22,17,67,32,15
4295,29,23,17,55,21,10
4296,27,22,15,57,25,12
4297,29,22,16,46,21,9
4298,24,20,13,63,22,10
4299,28,26,22,63,35,20
4300,29,20,15,11,3,2
4301,24,20,14,95,38,16
4302,29,22,20,11,4,3
4303,30,22,18,9,3,2
4304,29,24,19,9,3,2
4305,25,22,17,45,21,12
4306,24,21,15,56,35,17
4307,24,20,13,61,27,11
4308,26,21,17,26,16,9
4309,28,24,19,55,44,23
4310,27,22,16,7,2,1
4311,28,23,21,45,20,17
4312,29,20,17,12,4,3
4313,27,24,20,47,19,14
4314,28,23,22,43,25,17
4315,31,24,18,47,16,8
4316,28,22,17,52,26,18
4317,27,21,17,25,8,6
4318,31,26,20,57,24,12
4319,27,22,16,8,2,1
4320,29,25,21,10,4,3
4321,26,21,18,44,31,15
4322,29,23,17,55,25,12
4323,26,23,19,58,43,22
4324,29,20,15,46,19,9
4325,30,23,18,9,3,3
4326,28,22,19,41,26,14
4327,29,24,19,54,25,12
4328,26,24,21,67,47,25
4329,25,21,16,66,43,21
4330,29,25,19,74,42,21
4331,27,23,20,8,2,1
4332,27,21,20,40,30,17
4333,24,20,15,58,42,21
4334,27,20,16,9,3,2
4335,29,23,17,54,22,11
4336,31,24,22,10,4,3
4337,27,20,17,35,19,14
4338,29,22,18,9,4,3
4339,25,22,18,52,37,18
4340,29,24,19,62,27,14
4341,25,20,15,56,37,18
4342,27,22,15,61,25,12
4343,28,23,21,15,7,4
4344,27,21,16,7,2,1
4345,26,21,18,34,22,14
4346,29,21,15,43,20,13
4347,27,22,18,7,3,2
4348,27,23,17,8,2,1
4349,29,25,20,40,21,12
4350,29,24,19,9,3,2
4351,31,24,21,9,3,2
4352,26,19,15,9,3,2
4353,30,25,22,11,5,3
4354,27,22,18,6,2,2
4355,28,24,19,9,2,1
4356,28,22,17,48,28,16
4357,28,22,19,24,11,9
4358,29,22,18,9,3,2
4359,25,21,17,52,37,19
4360,28,22,17,21,13,7
4361,29,23,20,50,26,15
4362,24,20,15,43,40,20
4363,29,26,22,9,3,3
4364,29,24,19,8,4,3
4365,26,20,15,11,2,1
4366,27,20,15,24,8,4
4367,30,22,20,9,2,1
4368,29,24,22,10,3,2
4369,28,21,16,9,4,3
4370,28,20,15,53,23,11
4371,26,20,15,44,31,16
4372,27,22,15,50,19,10
4373,29,21,16,9,4,3
4374,27,26,22,64,41,23
4375,27,21,16,8,3,2
4376,27,21,19,56,28,20
4377,27,23,20,55,40,19
4378,27,21,16,7,3,2
4379,29,23,16,45,14,7
4380,27,21,19,17,6,4
4381,27,21,18,45,29,17
4382,28,23,20,32,20,11
4383,28,23,19,38,22,13
4384,27,20,16,23,12,7
4385,25,22,16,55,30,14
4386,28,23,18,11,4,3
4387,27,22,17,7,2,1
4388,29,24,20,9,3,2
4389,29,22,16,47,16,8
4390,27,22,18,7,2,1
4391,27,23,18,11,4,3
4392,28,18,14,20,7,4
4393,28,24,20,46,23,14
4394,30,23,20,16,8,6
4395,27,21,17,53,36,17
4396,29,21,19,29,16,11
4397,29,24,18,46,29,16
4398,27,21,16,6,2,1
4399,27,22,18,57,26,16
4400,28,23,17,52,24,12
4401,25,21,15,53,33,16
4402,31,24,22,9,3,3
4403,27,24,18,60,44,21
4404,29,24,19,62,41,21
4405,29,24,17,46,18,9
4406,27,22,17,6,2,1
4407,28,22,19,32,23,14
4408,27,22,18,7,2,1
4409,28,27,23,55,33,19
4410,28,23,18,7,2,2
4411,27,22,16,53,24,12
4412,27,23,16,7,2,1
4413,29,23,19,8,3,2
4414,29,23,18,38,17,11
4415,28,23,18,8,3,2
4416,29,25,23,60,31,20
4417,33,25,22,10,4,3
4418,27,21,17,38,15,11
4419,27,21,18,31,17,8
4420,28,22,18,10,4,3
4421,30,23,17,50,19,9
4422,28,22,19,9,4,3
4423,28,22,17,6,2,1
4424,28,23,17,40,16,8
4425,28,21,17,56,44,22
4426,27,22,19,44,32,17
4427,27,22,17,43,28,15
4428,26,22,16,62,41,20
4429,31,23,17,37,16,7
4430,27,21,16,9,3,2
4431,28,20,15,16,6,4
4432,29,23,18,7,2,1
4433,26,20,15,7,2,1
4434,24,20,15,51,42,21
4435,30,24,22,9,3,2
4436,28,22,18,24,12,8
4437,27,22,17,6,2,1
4438,25,21,17,33,15,8
4439,26,20,17,44,17,10
4440,28,22,18,6,2,1
4441,28,22,20,57,34,19
4442,27,22,21,40,34,22
4443,27,23,19,52,35,20
4444,24,20,14,41,38,20
4445,26,21,16,7,2,1
4446,31,24,18,54,22,10
4447,26,19,15,25,10,8
4448,28,18,14,11,5,3
4449,29,23,20,9,3,2
4450,28,22,17,66,43,22
4451,26,21,16,8,2,1
4452,25,21,17,48,24,14
4453,28,24,22,8,3,2
4454,29,21,15,54,28,12
4455,25,23,16,65,30,13
4456,27,19,15,16,7,5
4457,29,21,15,43,14,8
4458,29,24,20,11,4,3
4459,27,21,18,28,14,9
4460,25,20,15,49,32,16
4461,29,22,16,53,21,12
4462,29,26,23,65,36,20
4463,29,22,18,9,3,2
4464,24,19,12,86,35,14
4465,28,23,16,54,24,12
4466,28,24,18,34,20,11
4467,26,23,18,49,33,17
4468,27,22,17,62,24,11
4469,29,22,16,52,22,10
4470,29,21,16,61,26,13
4471,27,21,16,7,2,1
4472,28,22,16,56,25,12
4473,27,20,15,6,2,2
4474,29,22,17,9,3,2
4475,27,21,17,30,22,13
4476,25,22,18,35,24,14
4477,29,23,17,53,31,15
4478,27,22,16,7,2,1
4479,29,23,18,7,2,2
4480,29,23,19,9,3,2
4481,27,22,16,8,2,1
4482,29,25,20,67,27,17
4483,29,23,19,54,24,17
4484,27,24,19,72,43,23
4485,29,22,18,8,2,2
4486,26,21,17,44,27,15
4487,31,24,20,12,4,3
4488,27,20,17,30,14,10
4489,26,19,14,21,10,6
4490,28,22,16,7,2,2
4491,27,20,17,11,3,2
4492,29,23,18,9,3,2
4493,32,23,17,46,19,10
4494,26,19,15,8,2,1
4495,29,23,18,49,35,20
4496,27,21,18,52,27,17
4497,26,23,20,62,37,20
4498,26,20,16,25,8,4
4499,29,24,20,8,3,2
4500,28,23,19,9,3,2
4501,27,20,15,7,2,1
4502,29,24,21,10,4,3
4503,28,23,18,7,2,2
4504,26,24,19,69,28,17
4505,27,24,22,67,42,20
4506,27,22,16,7,2,2
4507,28,23,18,40,25,15
4508,30,22,18,40,27,17
4509,28,22,20,40,21,12
4510,28,22,19,7,2,1
4511,29,22,17,49,19,10
4512,27,25,21,56,31,18
4513,26,19,15,7,3,2
4514,26,21,15,44,29,14
4515,29,23,16,58,27,12
4516,28,20,18,54,18,19
4517,27,22,17,33,14,9
4518,28,23,20,41,25,15
4519,27,25,20,54,24,16
4520,27,23,21,45,22,17
4521,28,25,20,51,31,18
4522,26,21,15,65,41,19
4523,27,20,16,14,5,3
4524,29,24,18,50,19,9
4525,28,22,16,48,18,9
4526,26,19,15,25,10,6
4527,27,21,18,16,6,4
4528,26,22,19,46,38,20
4529,27,22,18,55,16,11
4530,29,24,18,52,16,9
4531,27,21,16,7,2,1
4532,26,18,13,15,6,4
4533,29,24,17,54,22,10
4534,26,20,15,7,2,1
4535,42,28,21,50,17,10
4536,24,20,14,59,29,13
4537,26,23,20,40,29,19
4538,27,21,17,8,2,1
4539,25,21,15,48,34,20
4540,28,22,18,29,13,9
4541,29,23,20,8,3,2
4542,25,21,16,52,25,13
4543,27,21,16,53,29,15
4544,31,22,17,9,4,3
4545,27,17,12,13,5,3
4546,27,20,16,9,3,2
4547,27,21,19,16,5,3
4548,29,22,18,8,2,2
4549,29,22,18,7,2,2
4550,27,23,17,64,27,13
4551,27,22,18,9,3,2
4552,26,21,18,8,2,1
4553,29,22,15,56,23,11
4554,29,24,21,9,3,2
4555,24,21,14,64,37,16
4556,28,22,20,10,3,2
4557,30,24,21,10,3,3
4558,26,21,16,7,2,1
4559,27,24,19,42,20,12
4560,29,22,16,8,4,3
4561,32,26,21,13,6,4
4562,29,24,22,64,42,21
4563,30,24,19,53,22,11
4564,27,21,18,9,2,2
4565,30,26,21,66,24,11
4566,27,22,16,8,2,1
4567,25,21,15,62,30,14
4568,27,22,15,53,24,13
4569,26,22,19,46,17,13
4570,26,22,18,50,33,18
4571,28,22,17,52,28,15
4572,31,23,20,9,4,3
4573,31,24,22,10,4,3
4574,29,23,19,9,3,3
4575,26,21,15,54,27,12
4576,28,22,19,10,4,3
4577,27,21,16,32,23,13
4578,29,23,17,48,21,11
4579,29,22,20,7,2,1
4580,27,22,16,7,2,1
4581,28,25,20,62,42,24
4582,25,21,18,60,29,17
4583,29,23,19,47,28,19
4584,29,23,18,8,4,3
4585,28,23,19,29,9,5
4586,28,22,16,58,28,13
4587,28,21,17,8,3,2
4588,26,22,17,46,25,13
4589,27,22,17,38,21,11
4590,28,22,15,57,20,11
4591,25,21,16,53,34,17
4592,31,25,19,38,28,18
4593,27,20,16,9,3,2
4594,28,19,15,9,3,2
4595,28,22,17,7,3,2
4596,31,24,18,49,20,10
4597,24,20,13,81,30,12
4598,29,24,21,10,4,3
4599,31,24,21,9,3,2
4600,26,21,19,31,21,13
4601,27,23,19,56,42,21
4602,28,20,15,7,3,2
4603,29,23,18,8,3,2
4604,25,19,14,47,34,18
4605,25,21,16,47,35,19
4606,26,21,17,56,32,19
4607,30,23,17,49,15,9
4608,24,20,13,69,31,14
4609,29,25,21,10,4,3
4610,27,24,19,48,23,14
4611,27,22,17,6,2,1
4612,28,22,19,28,11,7
4613,27,21,16,8,3,2
4614,28,22,16,55,21,10
4615,27,20,16,17,8,5
4616,28,24,20,65,38,22
4617,28,22,19,21,11,7
4618,27,23,21,59,35,21
4619,29,22,19,12,5,3
4620,27,21,16,7,2,1
4621,26,18,13,17,8,5
4622,28,26,20,54,36,18
4623,28,22,16,52,24,11
4624,29,24,18,8,3,2
4625,27,22,18,42,24,13
4626,28,21,19,32,19,12
4627,28,23,19,63,40,19
4628,27,20,14,53,23,10
4629,27,22,19,23,12,7
4630,42,28,21,52,17,11
4631,27,20,16,13,4,3
4632,27,22,16,30,13,8
4633,28,22,18,56,43,22
4634,28,22,18,36,27,15
4635,27,20,15,9,3,2
4636,24,20,13,82,34,13
4637,27,26,22,65,43,24
4638,30,22,19,19,10,6
4639,26,21,18,57,34,20
4640,26,22,18,49,33,19
4641,25,20,16,40,22,13
4642,25,20,15,46,26,14
4643,29,21,17,8,2,2
4644,29,25,22,10,3,2
4645,27,22,17,7,2,1
4646,26,23,20,55,37,21
4647,28,22,18,12,5,3
4648,29,23,17,52,21,9
4649,30,24,20,11,4,3
4650,26,22,21,53,36,22
4651,29,23,17,56,26,12
4652,29,23,20,9,3,3
4653,27,22,17,40,20,13
4654,26,23,16,60,25,11
4655,29,24,20,9,3,2
4656,27,22,17,6,2,1
4657,28,23,18,7,3,2
4658,29,22,19,36,21,13
4659,25,20,14,70,33,16
4660,27,22,17,40,34,19
4661,28,22,17,6,2,1
4662,25,21,16,47,36,18
4663,29,22,16,53,21,10
4664,29,24,18,50,20,9
4665,29,21,16,7,2,2
4666,28,22,17,11,5,3
4667,29,23,18,7,2,2
4668,27,23,18,26,12,7
4669,28,22,19,31,16,11
4670,29,23,17,8,3,2
4671,29,21,16,9,4,3
4672,26,21,17,53,44,22
4673,26,21,18,33,16,13
4674,27,22,18,22,13,8
4675,25,23,16,57,28,14
4676,27,20,16,7,3,2
4677,28,23,16,60,25,12
4678,26,23,20,54,40,21
4679,27,22,17,6,2,1
4680,28,22,17,9,3,2
4681,26,24,21,65,39,25
4682,24,21,17,51,38,20
4683,29,22,16,56,24,10
4684,28,20,16,14,5,3
4685,27,23,20,53,28,19
4686,26,23,20,56,32,19
4687,27,23,18,8,2,1
4688,27,23,19,51,28,19
4689,31,21,16,53,19,10
4690,28,20,17,10,3,2
4691,26,24,19,65,39,20
4692,28,23,21,57,33,20
4693,26,22,20,60,39,21
4694,27,21,18,29,12,8
4695,27,21,14,65,25,11
4696,27,26,22,63,36,22
4697,29,23,20,19,9,6
4698,26,21,18,36,24,16
4699,29,23,17,56,24,12
4700,29,24,20,10,3,2
4701,26,20,15,32,14,8
4702,27,23,20,45,32,18
4703,27,20,16,28,14,10
4704,29,23,17,51,16,9
4705,26,19,16,38,24,14
4706,24,21,15,52,35,18
4707,27,24,20,65,25,16
4708,26,21,17,7,2,1
4709,27,22,20,9,3,3
4710,25,19,16,48,31,18
4711,29,22,17,38,19,10
4712,27,23,19,75,32,21
4713,29,24,21,10,3,2
4714,27,21,18,31,24,13
4715,30,26,22,64,27,20
4716,29,22,18,7,3,3
4717,29,21,16,9,4,3
4718,27,22,18,30,15,10
4719,24,20,13,71,32,15
4720,26,23,19,54,28,18
4721,27,23,22,54,28,18
4722,25,21,16,51,36,19
4723,27,21,15,62,30,14
4724,24,19,14,79,35,14
4725,29,23,19,8,3,3
4726,28,22,19,53,43,23
4727,27,22,19,43,21,11
4728,29,23,19,57,31,16
4729,30,23,20,16,8,5
4730,29,23,17,54,29,14
4731,28,22,16,51,21,10
4732,26,22,18,65,39,19
4733,26,23,19,64,44,22
4734,27,23,17,60,28,13
4735,28,22,17,8,3,2
4736,26,22,16,50,33,18
4737,27,21,18,29,14,9
4738,27,23,23,53,21,19
4739,26,23,16,58,28,12
4740,29,23,18,8,3,2
4741,28,21,17,60,41,20
4742,26,24,19,52,29,16
4743,31,25,18,49,20,9
4744,35,26,20,41,18,9
4745,28,21,18,22,13,8
4746,30,24,21,12,5,3
4747,27,22,19,42,21,14
4748,28,23,18,11,5,3
4749,34,27,22,13,5,4
4750,24,19,14,61,38,19
4751,27,22,18,42,24,15
4752,28,24,19,61,42,21
4753,24,21,14,76,31,13
4754,25,20,14,53,26,11
4755,28,24,19,58,37,16
4756,28,21,18,10,3,2
4757,29,23,17,47,14,8
4758,28,22,16,58,26,11
4759,30,23,17,48,28,16
4760,30,24,18,49,20,9
4761,24,19,14,77,34,14
4762,29,24,17,49,22,10
4763,27,21,16,9,3,2
4764,26,21,15,7,2,1
4765,28,24,20,57,33,20
4766,33,23,21,10,4,3
4767,27,22,18,20,9,6
4768,28,21,15,9,3,2
4769,26,21,15,54,30,15
4770,29,22,17,40,17,11
4771,29,24,21,11,4,3
4772,31,23,17,52,23,10
4773,29,21,17,35,21,14
4774,26,21,15,7,2,1
4775,26,20,15,7,2,1
4776,28,24,20,48,32,15
4777,27,22,20,40,30,17
4778,28,22,17,44,28,17
4779,26,22,18,52,37,20
4780,27,19,15,15,9,5
4781,29,24,21,11,4,3
4782,30,24,18,41,16,8
4783,27,23,17,63,27,13
4784,25,22,17,52,32,16
4785,29,22,16,58,23,10
4786,29,23,16,56,24,10
4787,28,22,16,59,28,14
4788,26,22,17,47,32,18
4789,27,21,16,7,2,1
4790,29,23,17,54,21,10
4791,29,24,20,8,3,2
4792,28,22,18,11,4,3
4793,25,21,14,53,21,11
4794,27,22,19,12,4,3
4795,24,19,14,33,22,12
4796,27,22,20,8,2,2
4797,26,22,16,58,35,17
4798,28,22,16,31,18,11
4799,27,21,16,24,17,10
4800,28,22,17,42,31,18
4801,29,21,15,20,7,5
4802,29,21,14,49,18,10
4803,26,21,15,7,2,1
4804,28,23,18,7,2,1
4805,25,17,12,18,6,4
4806,29,21,18,30,15,11
4807,27,22,19,54,29,18
4808,29,21,17,8,3,2
4809,29,21,16,29,13,9
4810,25,21,17,50,32,17
4811,26,20,17,28,14,9
4812,26,21,15,48,22,11
4813,27,24,18,65,47,25
4814,27,22,20,35,30,19
4815,29,23,18,9,3,2
4816,28,23,19,33,14,9
4817,27,20,14,59,24,11
4818,25,23,16,58,34,17
4819,28,26,22,86,37,19
4820,29,22,16,53,24,11
4821,29,26,21,55,25,13
4822,29,24,19,10,4,3
4823,28,22,17,8,3,2
4824,27,22,17,7,2,2
4825,26,21,15,6,2,2
4826,27,19,15,13,4,3
4827,26,21,15,53,26,12
4828,29,23,17,51,21,11
4829,27,21,16,7,2,1
4830,26,21,15,7,2,1
4831,27,22,18,57,38,19
4832,28,22,16,56,24,11
4833,27,23,19,35,23,15
4834,26,21,16,53,31,16
4835,27,22,19,50,31,18
4836,28,22,15,58,21,9
4837,28,24,20,66,44,21
4838,29,20,16,58,22,11
4839,30,24,18,52,20,9
4840,30,23,19,9,3,3
4841,27,22,18,45,33,20
4842,27,22,16,7,2,1
4843,28,23,18,11,3,2
4844,28,25,20,56,22,14
4845,30,24,18,48,17,9
4846,27,25,20,57,35,19
4847,25,17,13,8,3,2
4848,29,22,20,44,22,13
4849,25,22,16,56,30,15
4850,27,21,16,9,4,2
4851,27,23,17,67,45,22
4852,29,23,18,8,3,2
4853,28,22,18,11,4,3
4854,27,22,16,7,2,1
4855,27,19,13,13,2,1
4856,28,23,19,9,3,2
4857,29,24,23,10,3,2
4858,27,21,14,69,30,13
4859,26,20,14,51,21,10
4860,29,24,19,9,4,3
4861,27,21,16,48,31,16
4862,29,24,19,54,26,13
4863,28,22,17,9,2,1
4864,27,20,15,7,2,2
4865,28,23,17,57,23,12
4866,29,24,19,9,4,3
4867,25,20,15,53,48,23
4868,29,24,18,50,21,10
4869,26,24,19,73,46,22
4870,28,22,16,57,23,11
4871,26,21,16,56,42,20
4872,29,23,19,8,3,2
4873,24,16,12,16,7,5
4874,29,21,16,8,3,2
4875,27,19,14,6,2,2
4876,27,21,18,7,2,1
4877,28,20,15,12,4,3
4878,32,24,19,17,7,4
4879,29,23,18,7,2,1
4880,25,22,17,30,14,7
4881,32,25,23,10,4,3
4882,25,23,16,59,35,17
4883,28,22,17,41,26,17
4884,27,20,16,13,4,3
4885,28,22,17,51,19,11
4886,32,23,21,9,4,3
4887,26,22,20,51,38,23
4888,26,21,16,61,18,12
4889,30,21,17,48,27,14
4890,28,22,19,12,5,3
4891,28,22,17,8,3,2
4892,26,22,19,33,18,11
4893,29,22,20,15,6,4
4894,28,25,20,74,42,22
4895,27,21,15,7,2,1
4896,30,23,19,14,8,4
4897,25,17,14,26,18,10
4898,30,21,15,46,17,8
4899,28,22,18,9,4,3
4900,29,24,22,11,4,3
4901,24,20,14,72,31,15
4902,27,23,19,51,39,24
4903,28,22,16,49,27,13
4904,26,20,16,40,21,12
4905,28,22,16,8,3,2
4906,28,23,19,52,30,17
4907,29,24,19,35,14,14
4908,27,23,18,54,26,14
4909,28,24,19,40,25,17
4910,28,22,17,42,24,13
4911,27,22,20,54,30,18
4912,24,21,14,71,39,18
4913,29,25,19,60,22,11
4914,29,22,17,57,28,13
4915,26,21,14,54,29,13
4916,43,29,22,50,19,11
4917,28,23,16,54,23,11
4918,32,25,22,18,8,6
4919,26,20,15,15,6,4
4920,27,22,16,7,3,2
4921,28,21,15,51,34,17
4922,32,21,15,47,16,9
4923,29,24,19,9,4,3
4924,30,24,18,44,16,8
4925,27,23,17,7,2,1
4926,28,23,18,7,2,1
4927,27,22,16,56,30,15
4928,29,25,22,10,3,2
4929,27,23,19,57,35,20
4930,28,22,15,53,21,9
4931,29,24,18,46,22,15
4932,27,19,15,15,5,3
4933,30,24,18,55,21,10
4934,26,20,14,12,6,5
4935,28,22,16,49,15,7
4936,30,25,20,9,4,3
4937,26,22,19,60,28,18
4938,29,25,21,9,3,2
4939,29,23,19,12,5,3
4940,26,21,16,65,47,23
4941,29,21,17,8,3,2
4942,27,21,14,58,34,16
4943,27,22,18,54,29,18
4944,28,23,16,55,27,14
4945,28,21,17,12,7,5
4946,27,22,16,59,29,14
4947,26,20,19,50,24,17
4948,30,24,21,9,3,3
4949,29,23,18,7,3,2
4950,26,20,15,6,2,1
4951,27,21,16,37,17,8
4952,27,21,16,8,3,2
4953,27,21,18,35,20,14
4954,26,20,16,28,10,7
4955,27,23,20,62,42,22
4956,31,22,16,52,20,11
4957,27,22,18,42,24,13
4958,28,23,18,58,45,23
4959,30,25,18,56,20,9
4960,27,18,13,9,3,2
4961,27,21,18,34,26,16
4962,24,19,14,33,21,11
4963,23,19,12,84,34,14
4964,24,21,15,59,33,15
4965,27,21,17,7,3,2
4966,29,24,21,53,25,17
4967,28,24,19,9,2,1
4968,27,21,16,52,36,18
4969,27,21,18,37,23,14
4970,24,20,16,61,42,21
4971,29,23,21,10,4,3
4972,27,22,18,57,27,17
4973,27,21,16,8,2,1
4974,26,21,18,42,25,14
4975,26,21,17,15,3,3
4976,29,23,17,48,18,9
4977,26,22,17,49,33,17
4978,27,21,16,46,25,13
4979,26,19,14,13,5,4
4980,27,25,20,64,28,17
4981,27,20,17,28,15,8
4982,26,23,18,49,27,16
4983,29,21,14,55,17,9
4984,27,22,18,17,9,7
4985,27,21,17,45,28,15
4986,24,21,14,61,33,16
4987,31,24,22,9,4,3
4988,28,22,18,6,2,1
4989,27,21,15,6,2,1
4990,25,22,17,52,46,24
4991,25,21,15,59,43,21
4992,26,21,18,50,29,16
4993,27,20,14,73,26,12
4994,28,22,20,8,2,1
4995,28,20,14,14,6,4
4996,27,22,16,7,2,1
4997,27,23,17,7,2,1
4998,28,19,14,11,3,2
4999,28,22,16,52,21,11
5000,38,34,28,16,7,4
5001,38,35,27,14,8,6
5002,30,26,25,42,29,18
5003,38,36,29,13,8,5
5004,37,34,30,19,9,6
5005,39,35,27,13,8,5
5006,29,25,20,53,28,13
5007,38,31,28,42,25,17
5008,41,38,38,40,21,13
5009,30,24,22,39,25,12
5010,37,30,21,13,7,5
5011,38,32,24,18,11,8
5012,34,29,27,29,22,14
5013,30,26,21,69,42,22
5014,37,29,21,15,10,7
5015,30,25,20,63,21,9
5016,37,31,25,20,9,6
5017,38,35,30,20,12,9
5018,33,28,26,28,17,11
5019,38,34,27,15,10,6
5020,39,35,36,55,52,35
5021,39,35,27,17,11,8
5022,37,31,22,15,10,7
5023,35,29,25,38,25,17
5024,32,27,26,38,31,19
5025,30,26,21,63,37,18
5026,29,27,18,79,24,8
5027,30,27,25,43,16,11
5028,36,29,20,14,9,7
5029,31,25,19,58,39,22
5030,37,27,21,16,11,8
5031,37,30,22,16,12,8
5032,36,32,33,51,46,34
5033,40,37,28,18,10,7
5034,37,33,29,37,36,28
5035,40,34,26,16,9,7
5036,34,30,27,47,18,11
5037,42,37,33,20,10,7
5038,38,35,28,16,11,8
5039,39,34,25,17,11,8
5040,41,37,28,18,13,9
5041,30,26,21,75,37,18
5042,39,36,33,19,10,7
5043,30,26,24,49,23,11
5044,34,25,18,15,11,8
5045,34,27,26,41,15,9
5046,32,27,21,45,19,9
5047,39,35,25,16,11,8
5048,38,33,23,16,12,8
5049,37,28,21,16,11,8
5050,32,28,27,42,30,20
5051,34,31,32,64,58,43
5052,38,35,31,19,12,8
5053,39,34,26,14,8,5
5054,40,35,33,36,18,11
5055,39,34,25,16,11,8
5056,38,36,29,17,10,7
5057,38,36,27,15,9,6
5058,30,27,21,71,37,15
5059,31,26,23,35,24,15
5060,32,29,23,51,23,10
5061,30,24,18,29,15,9
5062,38,32,24,14,9,6
5063,31,29,24,58,25,12
5064,32,27,27,45,40,25
5065,32,30,29,44,26,18
5066,34,24,19,15,11,8
5067,39,34,26,14,8,5
5068,38,33,24,17,12,9
5069,30,26,21,67,27,12
5070,34,30,28,33,17,11
5071,34,24,18,15,12,9
5072,36,33,34,48,61,49
5073,37,34,31,23,9,6
5074,34,30,29,73,60,35
5075,41,36,27,18,10,7
5076,31,28,19,77,28,10
5077,37,31,28,29,25,21
5078,39,33,24,16,11,8
5079,36,32,29,73,51,30
5080,37,33,29,49,21,15
5081,33,26,22,62,30,22
5082,37,30,21,14,9,6
5083,38,35,27,18,10,7
5084,38,34,24,17,11,8
5085,30,25,21,59,39,18
5086,39,37,31,19,12,9
5087,37,35,36,80,76,47
5088,31,27,24,43,41,27
5089,38,34,26,17,11,8
5090,29,25,19,39,25,14
5091,39,34,26,14,8,5
5092,39,35,24,17,12,9
5093,30,27,20,72,37,16
5094,39,35,28,14,8,5
5095,30,26,23,50,34,18
5096,28,25,17,72,20,7
5097,31,27,24,44,24,13
5098,37,32,27,17,10,7
5099,39,37,31,18,10,7
5100,35,31,27,23,8,5
5101,35,25,20,15,10,7
5102,31,25,18,48,16,9
5103,38,37,42,84,77,62
5104,30,24,19,43,20,10
5105,44,41,38,28,13,8
5106,33,29,27,52,21,12
5107,29,27,22,63,31,15
5108,29,28,21,77,29,11
5109,31,27,25,69,38,23
5110,39,35,25,17,11,8
5111,31,27,25,78,43,23
5112,31,27,22,52,29,14
5113,36,30,24,21,12,8
5114,36,32,31,62,53,39
5115,37,31,27,49,32,20
5116,41,34,25,18,12,9
5117,34,29,24,55,20,9
5118,34,29,29,75,59,40
5119,37,27,19,15,11,8
5120,39,35,32,23,10,6
5121,38,35,27,16,10,7
5122,31,26,24,72,33,20
5123,38,36,27,15,9,6
5124,39,34,25,17,11,8
5125,35,24,19,16,12,8
5126,33,29,27,46,26,14
5127,39,33,24,14,9,6
5128,36,26,19,15,10,7
5129,32,27,25,45,30,17
5130,28,24,16,69,26,9
5131,36,31,21,16,11,8
5132,30,25,22,38,21,14
5133,30,27,20,78,38,16
5134,40,32,24,18,11,8
5135,38,36,27,17,10,8
5136,30,26,24,47,24,16
5137,36,31,27,44,14,7
5138,30,25,21,67,41,22
5139,31,27,22,76,42,18
5140,34,29,23,18,9,6
5141,30,26,20,61,26,11
5142,31,28,24,72,40,20
5143,38,27,21,16,12,8
5144,32,28,25,46,23,12
5145,37,29,22,16,11,8
5146,30,24,20,33,20,12
5147,38,35,27,16,10,8
5148,33,24,19,16,11,8
5149,38,36,29,15,8,6
5150,30,25,23,41,30,18
5151,30,25,23,44,31,21
5152,35,31,27,24,8,5
5153,28,24,18,49,25,11
5154,30,25,21,73,35,17
5155,34,23,19,15,11,8
5156,38,33,23,16,11,8
5157,34,31,29,27,13,8
